"LoincNumber","ConsumerName"
"57539-9","17-Hydroxyprogesterone 2nd specimen after Gonadotropin Releasing Hormone, Blood"
"10965-2","17-Hydroxyprogesterone 30 min after 250 ug Corticotropin intramuscular, Blood"
"48340-4","17-Hydroxyprogesterone 30 min after challenge, Blood"
"53141-8","17-Hydroxyprogesterone 30 min after challenge, Blood"
"55469-1","17-Hydroxyprogesterone 30 min after Corticotropin, Blood"
"12717-5","17-Hydroxyprogesterone 3rd specimen after challenge, Blood"
"57540-7","17-Hydroxyprogesterone 3rd specimen after Gonadotropin Releasing Hormone, Blood"
"57003-6","17-Hydroxyprogesterone 4 hr after challenge, Blood"
"16108-3","17-Hydroxyprogesterone 45 min after 250 ug Corticotropin intramuscular, Blood"
"56576-2","17-Hydroxyprogesterone 45 min after challenge, Blood"
"12718-3","17-Hydroxyprogesterone 4th specimen after challenge, Blood"
"57541-5","17-Hydroxyprogesterone 4th specimen after Gonadotropin Releasing Hormone, Blood"
"12719-1","17-Hydroxyprogesterone 5th specimen after challenge, Blood"
"57542-3","17-Hydroxyprogesterone 5th specimen after Gonadotropin Releasing Hormone, Blood"
"51679-9","17-Hydroxyprogesterone 6th specimen after challenge, Blood"
"57543-1","17-Hydroxyprogesterone 6th specimen after Gonadotropin Releasing Hormone, Blood"
"51681-5","17-Hydroxyprogesterone 7th specimen after challenge, Blood"
"57544-9","17-Hydroxyprogesterone 7th specimen after Gonadotropin Releasing Hormone, Blood"
"57536-5","17-Hydroxyprogesterone 8th specimen after challenge, Blood"
"57537-3","17-Hydroxyprogesterone 9th specimen after challenge, Blood"
"27996-8","17-Hydroxyprogesterone baseline, Blood"
"32288-3","17-Hydroxyprogesterone baseline, Blood"
"47533-5","17-Hydroxyprogesterone before 250 ug Corticotropin intramuscular, Blood"
"50080-1","17-Hydroxyprogesterone before 250 ug Corticotropin intramuscular, Blood"
"57545-6","17-Hydroxyprogesterone before dose dexamethasone, Blood"
"57546-4","17-Hydroxyprogesterone before dose dexamethasone, Blood"
"51420-8","17-Hydroxyprogesterone before Or after challenge, Blood"
"58815-2","17-Hydroxyprogesterone specimen 2, Blood"
"58814-5","17-Hydroxyprogesterone specimen 3, Blood"
"40754-4","17-Hydroxyprogesterone, Amniotic fluid"
"69796-1","17-Hydroxyprogesterone, Amniotic fluid"
"14569-8","17-Hydroxyprogesterone, Blood"
"1668-3","17-Hydroxyprogesterone, Blood"
"1669-1","17-Hydroxyprogesterone, Blood"
"32854-2","17-Hydroxyprogesterone, Dried blood spot"
"38473-5","17-Hydroxyprogesterone, Dried blood spot"
"48616-7","17-Hydroxyprogesterone, Dried blood spot"
"53340-6","17-Hydroxyprogesterone, Dried blood spot"
"92726-9","17-Hydroxyprogesterone, Dried blood spot"
"72490-6","17-Hydroxyprogesterone, Saliva"
"14570-6","17-Hydroxyprogesterone, Urine"
"14571-4","17-Hydroxyprogesterone, Urine"
"1670-9","17-Hydroxyprogesterone, Urine"
"26908-4","17-Hydroxyprogesterone, Urine"
"34220-4","17-Hydroxyprogesterone, Urine"
"9616-4","17-Hydroxyprogesterone, Urine"
"34221-2","17-Hydroxyprogesterone/Creatinine, Urine"
"63042-6","17-Hydroxyprogesterone/Creatinine, Urine"
"53336-4","17-Hydroxyprogesterone+Androstenedione/Cortisol, Dried blood spot"
"53337-2","17-Hydroxyprogesterone+Androstenedione/Cortisol, Dried blood spot"
"57525-8","17-Ketogenic steroids 2 days after dexamethasone, Urine"
"1574-3","17-Ketogenic steroids 24 hr after 40 ug Corticotropin Intramuscular BID 3 Day, Urine"
"1577-6","17-Ketogenic steroids 48 hr after 2 mg dexamethasone by mouth 2.5 day high dose Q6h, Urine"
"1575-0","17-Ketogenic steroids 48 hr after 40 ug Corticotropin Intramuscular BID 3 Day, Urine"
"1576-8","17-Ketogenic steroids 48 hr after 500 ug Dexamethasone By Mouth 2.5 day Low dose Q6h, Urine"
"1578-4","17-Ketogenic steroids 72 hr after 40 ug Corticotropin Intramuscular BID 3 Day, Urine"
"16301-4","17-Ketogenic steroids baseline, Urine"
"1581-8","17-Ketogenic steroids before 2 mg dexamethasone by mouth 2.5 day high dose Q6h, Urine"
"1579-2","17-Ketogenic steroids before 50 ug Corticotropin Intramuscular 3 Day, Urine"
"1580-0","17-Ketogenic steroids before 500 ug Dexamethasone By Mouth 2.5 day Low dose Q6h, Urine"
"57524-1","17-Ketogenic steroids before dose dexamethasone, Urine"
"1671-7","17-Ketogenic steroids, Blood"
"1672-5","17-Ketogenic steroids, Blood"
"16300-6","17-Ketogenic steroids, Urine"
"1673-3","17-Ketogenic steroids, Urine"
"27866-3","17-Ketogenic steroids, Urine"
"27979-4","17-Ketogenic steroids, Urine"
"43726-9","17-Ketogenic steroids, Urine"
"50798-8","17-Ketogenic steroids, Urine"
"50077-7","17-Ketosteroids 2 days after dexamethasone, Urine"
"50244-3","17-Ketosteroids 2 days after dexamethasone, Urine"
"50242-7","17-Ketosteroids 2 days after high dose dexamethasone, Urine"
"50264-1","17-Ketosteroids 2 days after high dose dexamethasone, Urine"
"50076-9","17-Ketosteroids after dose dexamethasone, Urine"
"50243-5","17-Ketosteroids after dose dexamethasone, Urine"
"50241-9","17-Ketosteroids after high dose dexamethasone, Urine"
"50263-3","17-Ketosteroids after high dose dexamethasone, Urine"
"43135-3","17-Ketosteroids and 17-Ketogenic steroids panel, Urine"
"47978-2","17-Ketosteroids, Blood"
"14572-2","17-Ketosteroids, Urine"
"21038-5","17-Ketosteroids, Urine"
"25317-9","17-Ketosteroids, Urine"
"34222-0","17-Ketosteroids, Urine"
"6766-0","17-Ketosteroids, Urine"
"12769-6","17-Ketosteroids.total neutral, Urine"
"29353-0","17-Ketosteroids.total neutral, Urine"
"33347-6","17-Ketosteroids/Creatinine, Urine"
"34223-8","17-Ketosteroids/Creatinine, Urine"
"44281-4","17-Ketosteroids/Creatinine, Urine"
"82241-1","17p11.2 deletion analysis, Amnio Fld/CVS"
"95551-8","17p11.2 deletion analysis, Blood or tissue specimen"
"81746-0","17p13.1 deletion analysis, Blood or tissue specimen"
"81751-0","17p13.1 deletion and 14q32 rearrangements, Bone marrow"
"82242-9","17p13.3 deletion analysis, Amnio Fld/CVS"
"82243-7","17p13.3 deletion analysis, Blood or tissue specimen"
"73850-0","18-Beta glycyrrhetinate, Urine"
"73851-8","18-Beta glycyrrhetinate, Urine"
"6767-8","18-Hydroxycorticosteroids, Blood"
"57556-3","18-Hydroxycorticosterone 1 hr after Corticotropin, Blood"
"57555-5","18-Hydroxycorticosterone 30 min after Corticotropin, Blood"
"57554-8","18-Hydroxycorticosterone before dose Corticotropin, Blood"
"1674-1","18-Hydroxycorticosterone, Blood"
"50082-7","18-Hydroxycorticosterone, Blood"
"42573-6","18-Hydroxycorticosterone, Urine"
"9639-6","18-Hydroxycorticosterone, Urine"
"57559-7","18-Hydroxycortisol 1 hr after Corticotropin, Blood"
"57558-9","18-Hydroxycortisol 30 min after Corticotropin, Blood"
"57557-1","18-Hydroxycortisol before dose Corticotropin, Blood"
"55810-6","18-Hydroxycortisol, Blood"
"14148-1","18-Hydroxycortisol, Urine"
"21039-3","18-Hydroxycortisol, Urine"
"55811-4","18-Hydroxycortisol, Urine"
"55812-2","18-Hydroxycortisol, Urine"
"27199-9","18-Hydroxycortisol/Creatinine, Urine"
"57553-0","18-Hydroxydeoxycorticosterone 1 hr after Corticotropin, Blood"
"57552-2","18-Hydroxydeoxycorticosterone 30 min after Corticotropin, Blood"
"57551-4","18-Hydroxydeoxycorticosterone before dose Corticotropin, Blood"
"11206-0","18-Hydroxydeoxycorticosterone, Blood"
"50081-9","18-Hydroxydeoxycorticosterone, Blood"
"26988-6","18-Hydroxydeoxycorticosterone, Urine"
"13480-9","18-Hydroxydeoxycortisol/Creatinine, Urine"
"46108-7","18q chromosome deletion analysis, Blood or tissue specimen"
"45181-5","19q chromosome deletion analysis, Blood or tissue specimen"
"93802-7","19q Chromosome Deletion/19p Chromosome Deletion, Tissue"
"38692-0","1-Butene oxide, Air"
"69797-9","1-Hydroxymidazolam, Blood"
"78755-6","1-Hydroxymidazolam, Blood"
"79131-9","1-Hydroxymidazolam, Body fluid"
"59588-4","1-Hydroxymidazolam, Meconium"
"59589-2","1-Hydroxymidazolam, Urine"
"59590-0","1-Hydroxymidazolam, Urine"
"94108-8","1-Hydroxymidazolam, Urine"
"13406-4","1-Methylhistidine, Amniotic fluid"
"27162-7","1-Methylhistidine, Amniotic fluid"
"1651-9","1-Methylhistidine, Blood"
"1652-7","1-Methylhistidine, Blood"
"20633-4","1-Methylhistidine, Blood"
"27399-5","1-Methylhistidine, Blood"
"50066-0","1-Methylhistidine, Body fluid"
"50065-2","1-Methylhistidine, Dried blood spot"
"13377-7","1-Methylhistidine, Spinal fluid"
"26584-3","1-Methylhistidine, Spinal fluid"
"16302-2","1-Methylhistidine, Urine"
"1653-5","1-Methylhistidine, Urine"
"25318-7","1-Methylhistidine, Urine"
"25853-3","1-Methylhistidine, Urine"
"27044-7","1-Methylhistidine, Urine"
"6865-0","1-Methylhistidine, Urine"
"13665-5","1-Methylhistidine/Creatinine, Urine"
"25854-1","1-Methylhistidine/Creatinine, Urine"
"26574-4","1-Methylhistidine/Creatinine, Urine"
"28606-2","1-Methylhistidine/Creatinine, Urine"
"56666-1","1-Methylhistidine/Creatinine, Urine"
"1654-3","1-Naphthalene, Urine"
"60036-1","1-Naphthol, Blood"
"9681-8","1-Naphthol, Blood"
"60037-9","1-Naphthol, Body fluid"
"60038-7","1-Naphthol, Tissue"
"35480-3","1-Naphthol, Urine"
"42574-4","1-Naphthol, Urine"
"42634-6","1p and 19q chromosome deletion analysis, Fixed tissue"
"45180-7","1p chromosome deletion analysis, Blood or tissue specimen"
"93800-1","1p Chromosome Deletion/1q Chromosome Deletion, Tissue"
"82250-2","1p subtelomere and 1p36 deletion and 1q25 rearrangement, Blood or tissue specimen"
"82244-5","1p36 deletion analysis, Blood or tissue specimen"
"14259-6","1-Pentanol, Blood"
"81752-8","1q21 duplication analysis, Bone marrow"
"73987-0","2,2',3,4,4',5-Hexachlorobiphenyl (PCB), Blood"
"74375-7","2,2',3,5'-Tetrachlorobiphenyl (PCB), Blood"
"74376-5","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB), Blood"
"73988-8","2,2',4,5,5'-Pentachlorobiphenyl (PCB), Blood"
"73991-2","2,2',5,5'-Tetrachlorobiphenyl (PCB), Blood"
"73992-0","2,2',5-Trichlorobiphenyl (PCB), Blood"
"38287-9","2,2-Dichloropropionate, Water"
"73989-6","2,3',4,4',5-Pentachlorobiphenyl (PCB), Blood"
"73990-4","2,3',4',5-Tetrachlorobiphenyl (PCB), Blood"
"87651-6","2,3,5-trimethylphenyl methylcarbamate, Specimen"
"94381-1","2,3-BPG/Creatinine, Urine"
"97658-9","2,3-BPG/Creatinine, Urine"
"1676-6","2,3-Diphosphoglycerate, Blood"
"15007-8","2,3-Diphosphoglycerate, Red blood cells"
"1675-8","2,3-Diphosphoglycerate, Red blood cells"
"49217-3","2,3-Diphosphoglycerate, Red blood cells"
"38727-4","2,4 toluenediamine, Air"
"12984-1","2,4 toluenediamine, Blood"
"6971-6","2,4 toluenediamine, Urine"
"74374-0","2,4,4'-Trichlorobiphenyl (PCB), Blood"
"38729-0","2,4,5-Trichlorophenol, Air"
"13005-4","2,4,5-Trichlorophenoxyacetate, Blood"
"38331-5","2,4,5-Trichlorophenoxyacetate, Water"
"38730-8","2,4,6-Trichlorophenol, Air"
"43725-1","2,4-Dichlorophenol, Urine"
"38582-3","2,4-Dichlorophenoxyacetate, Air"
"27338-3","2,4-Dichlorophenoxyacetate, Blood"
"16767-6","2,4-Dichlorophenoxyacetate, Urine"
"9806-1","2,4-Dichlorophenoxyacetate, Urine"
"38286-1","2,4-Dichlorophenoxyacetate, Water"
"38741-5","2,4-Dinitrophenol, Air"
"9308-8","2,4-Dinitrophenylhydrazine reacting substances, Urine"
"38742-3","2,4-Dinitrotoluene, Air"
"38754-8","2,4-Toluene diisocyanate, Air"
"43724-4","2,5-Dichlorophenol, Urine"
"69798-7","2,5-dimethoxy-4-bromoamphetamine, Urine"
"79475-0","2,5-Furandicarboxylate, Blood"
"79522-9","2,5-Furandicarboxylate/Creatinine, Urine"
"12986-6","2,5-Hexanedione, Blood"
"31170-4","2,5-Hexanedione, Urine"
"31171-2","2,5-Hexanedione/Creatinine, Urine"
"12985-8","2,6 toluenediamine, Blood"
"6972-4","2,6 toluenediamine, Urine"
"79692-0","2,8-dihydroxyadenine, Blood"
"79680-5","2,8-dihydroxyadenine, Spinal fluid"
"79687-0","2,8-dihydroxyadenine/Creatinine, Urine"
"1678-2","20-Hydroxyprogesterone, Blood"
"53628-4","20q chromosome deletion analysis, Blood or tissue specimen"
"57562-1","21-Deoxycorticosterone 1 hr after Corticotropin, Blood"
"57561-3","21-Deoxycorticosterone 30 min after Corticotropin, Blood"
"57560-5","21-Deoxycorticosterone before dose Corticotropin, Blood"
"69799-5","21-Deoxycorticosterone, Blood"
"57564-7","21-Deoxycortisol 1 day after dexamethasone, Blood"
"50097-5","21-Deoxycortisol 1 hr after 250 ug Corticotropin, Blood"
"100799-6","21-Deoxycortisol 1st specimen after challenge, Blood"
"57565-4","21-Deoxycortisol 2 days after dexamethasone, Blood"
"100800-2","21-Deoxycortisol 2nd specimen after challenge, Blood"
"50096-7","21-Deoxycortisol 30 min after 250 ug Corticotropin, Blood"
"100801-0","21-Deoxycortisol 3rd specimen after challenge, Blood"
"50094-2","21-Deoxycortisol 45 min after 250 ug Corticotropin, Blood"
"100802-8","21-Deoxycortisol 4th specimen after challenge, Blood"
"100803-6","21-Deoxycortisol 5th specimen after challenge, Blood"
"50095-9","21-Deoxycortisol before 250 ug Corticotropin, Blood"
"57563-9","21-Deoxycortisol before dose dexamethasone, Blood"
"50093-4","21-Deoxycortisol, Amniotic fluid"
"50250-0","21-Deoxycortisol, Blood"
"74872-3","21-Deoxycortisol, Blood"
"53341-4","21-Deoxycortisol, Dried blood spot"
"53342-2","21-Deoxycortisol, Dried blood spot"
"17781-6","21-Hydroxylase antibody, Blood"
"85363-0","21-Hydroxylase antibody, Blood"
"82245-2","22q11.2 deletion/duplication analysis, Amnio Fld/CVS"
"82246-0","22q11.2 deletion/duplication analysis, Blood or tissue specimen"
"96803-2","24 hour predicted protein, Urine"
"96804-0","24 hour predicted protein, Urine"
"94672-3","24,25-dihydroxyvitamin D3+24,25-dihydroxyvitamin D2, Blood"
"1679-0","24r-Hydroxycalcidiol, Blood"
"73998-7","25H-NBOMe, Urine"
"86918-0","25-hydroxyvitamin D goal"
"62292-8","25-hydroxyvitamin D, Blood"
"68438-1","25-hydroxyvitamin D, Blood"
"83070-3","25-hydroxyvitamin D, Blood"
"83071-1","25-hydroxyvitamin D, Blood"
"95595-5","25-hydroxyvitamin D, Blood"
"94674-9","25-hydroxyvitamin D/24,25-dihydroxyvitamin D3+24,25-dihydroxyvitamin D2 ratio panel, Blood"
"94673-1","25-hydroxyvitamin D/24,25-dihydroxyvitamin D3+24,25-dihydroxyvitamin D2, Blood"
"46269-7","25-hydroxyvitamin D2, Blood"
"49054-0","25-hydroxyvitamin D2, Blood"
"95593-0","25-hydroxyvitamin D2, Blood"
"57569-6","25-hydroxyvitamin D3 1 hr after Calcium, Blood"
"57567-0","25-hydroxyvitamin D3 2 hr after Calcium, Blood"
"57568-8","25-hydroxyvitamin D3 3 hr after Calcium, Blood"
"43134-6","25-hydroxyvitamin D3 and Vitamin D2 and 1,25-dihydroxyvitamin D3 panel, Blood"
"49590-3","25-hydroxyvitamin D3 and Vitamin D2 panel, Blood"
"57566-2","25-hydroxyvitamin D3 before dose Calcium, Blood"
"14635-7","25-hydroxyvitamin D3, Blood"
"1989-3","25-hydroxyvitamin D3, Blood"
"35196-5","25-hydroxyvitamin D3, Blood"
"95594-8","25-hydroxyvitamin D3, Blood"
"55814-8","25-hydroxyvitamin D3, Cord blood"
"49543-2","25-hydroxyvitamin D3+Vitamin D2, Blood"
"60493-4","25-hydroxyvitamin D3+Vitamin D2, Blood"
"74000-1","25I-NBOMe, Urine"
"80159-7","27-Norcholestanehexol/Creatinine, Urine"
"38687-0","2-Acetylaminofluorene, Air"
"80166-2","2-Amino-4-hydroxypteridine, Blood"
"80165-4","2-Amino-4-hydroxypteridine, Spinal fluid"
"80167-0","2-Amino-4-hydroxypteridine/Creatinine, Blood"
"97649-8","2-Amino-5-chloropyridine, Urine"
"38728-2","2-Aminotoluene, Air"
"17572-9","2-Butanol, Blood"
"9682-6","2-Butanol, Specimen"
"35585-9","2-Butoxyacetate, Urine"
"73999-5","2C-C-NBOMe, Urine"
"38651-6","2-Chloro-1,3-Butadiene, Air"
"38655-7","2-Chloroacetophenone, Air"
"80696-8","2-Chlorovinyl arsonous acid, Urine"
"94146-8","2-Decenedioate/Creatinine, Urine"
"50266-6","2-Dechloroethylifosfamide 1 day after Ifosfamide, Blood"
"69809-2","2-Dechloroethylifosfamide 1 day after Ifosfamide, Urine"
"69810-0","2-Dechloroethylifosfamide 1 day after Ifosfamide, Urine"
"69805-0","2-Dechloroethylifosfamide 12 hr after Ifosfamide, Blood"
"50267-4","2-Dechloroethylifosfamide 2 days after Ifosfamide, Blood"
"69811-8","2-Dechloroethylifosfamide 2 days after Ifosfamide, Urine"
"69812-6","2-Dechloroethylifosfamide 2 days after Ifosfamide, Urine"
"50268-2","2-Dechloroethylifosfamide 3 days after Ifosfamide, Blood"
"69813-4","2-Dechloroethylifosfamide 3 days after Ifosfamide, Urine"
"69814-2","2-Dechloroethylifosfamide 3 days after Ifosfamide, Urine"
"50271-6","2-Dechloroethylifosfamide 3 hr after Ifosfamide, Blood"
"50269-0","2-Dechloroethylifosfamide 4 days after Ifosfamide, Blood"
"69815-9","2-Dechloroethylifosfamide 4 days after Ifosfamide, Urine"
"69816-7","2-Dechloroethylifosfamide 4 days after Ifosfamide, Urine"
"50270-8","2-Dechloroethylifosfamide 5 days after Ifosfamide, Blood"
"69817-5","2-Dechloroethylifosfamide 5 days after Ifosfamide, Urine"
"69818-3","2-Dechloroethylifosfamide 5 days after Ifosfamide, Urine"
"69819-1","2-Dechloroethylifosfamide 6 days after Ifosfamide, Blood"
"69820-9","2-Dechloroethylifosfamide 6 days after Ifosfamide, Urine"
"69821-7","2-Dechloroethylifosfamide 6 days after Ifosfamide, Urine"
"50272-4","2-Dechloroethylifosfamide 6 hr after Ifosfamide, Blood"
"69822-5","2-Dechloroethylifosfamide 7 days after Ifosfamide, Blood"
"69823-3","2-Dechloroethylifosfamide 7 days after Ifosfamide, Urine"
"69824-1","2-Dechloroethylifosfamide 7 days after Ifosfamide, Urine"
"69806-8","2-Dechloroethylifosfamide after dose Ifosfamide, Blood"
"50265-8","2-Dechloroethylifosfamide before dose Ifosfamide, Blood"
"69807-6","2-Dechloroethylifosfamide before dose Ifosfamide, Urine"
"69808-4","2-Dechloroethylifosfamide before dose Ifosfamide, Urine"
"47807-3","2-Deoxytetronate/Creatinine, Urine"
"35587-5","2-Ethoxyacetate, Urine"
"30576-3","2-Ethyl-3-Hydroxypropionate, Urine"
"13668-9","2-Ethyl-3-Hydroxypropionate/Creatinine, Urine"
"29523-8","2-Ethyl-3-Hydroxypropionate/Creatinine, Urine"
"49809-7","2-Ethyl-3-Hydroxypropionate/Creatinine, Urine"
"69826-6","2-Ethylhydracrylate, Blood"
"69825-8","2-Ethylhydracrylate, Spinal fluid"
"47808-1","2-Ethylhydracrylate/Creatinine, Urine"
"79250-7","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) cutoff, Saliva"
"77752-4","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) cutoff, Urine"
"77754-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) cutoff, Urine"
"41860-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Blood"
"60071-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Blood"
"80557-2","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Hair"
"73562-1","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Meconium"
"72385-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Saliva"
"72386-6","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Saliva"
"41859-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Specimen"
"61076-6","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Stomach fluid"
"97244-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Umbilical cord tissue"
"97245-5","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Umbilical cord tissue"
"41858-2","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Urine"
"50542-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Urine"
"58428-4","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Urine"
"58429-2","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Urine"
"93495-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP), Urine"
"58390-6","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP)/Creatinine, Urine"
"16303-0","2-Hexanol, Urine"
"16304-8","2-Hexanol/Creatinine, Urine"
"69839-9","2-Hydroxy-3-Methylvalerate, Blood"
"69838-1","2-Hydroxy-3-Methylvalerate, Spinal fluid"
"29880-2","2-Hydroxy-3-Methylvalerate, Urine"
"13669-7","2-Hydroxy-3-Methylvalerate/Creatinine, Urine"
"29505-5","2-Hydroxy-3-Methylvalerate/Creatinine, Urine"
"49810-5","2-Hydroxy-3-Methylvalerate/Creatinine, Urine"
"69841-5","2-Hydroxyadipate, Blood"
"69840-7","2-Hydroxyadipate, Spinal fluid"
"13670-5","2-Hydroxyadipate/Creatinine, Urine"
"29500-6","2-Hydroxyadipate/Creatinine, Urine"
"49811-3","2-Hydroxyadipate/Creatinine, Urine"
"59190-9","2-Hydroxycaproate/Creatinine, Urine"
"49828-7","2-Hydroxyestrone and 16-Alpha hydroxyestrone panel, Blood"
"49826-1","2-Hydroxyestrone, Blood"
"49827-9","2-Hydroxyestrone/16-Alpha Hydroxyestrone, Blood"
"94110-4","2-Hydroxyethylflurazepam, Urine"
"97159-8","2-Hydroxyethylflurazepam, Urine"
"75036-4","2-Hydroxyglutarate, Amniotic fluid"
"69845-6","2-Hydroxyglutarate, Blood"
"75037-2","2-Hydroxyglutarate, Dried blood spot"
"69844-9","2-Hydroxyglutarate, Spinal fluid"
