"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Document groups","LG38742-9","","68470-4","Respiratory therapy Hospital Initial evaluation note"
"Document groups","LG38742-9","","68553-7","Hematology+Medical oncology Initial evaluation note"
"Document groups","LG38742-9","","77413-3","Cardiology Initial evaluation note"
"Document groups","LG38742-9","","77421-6","Critical care medicine Initial evaluation note"
"Document groups","LG38742-9","","77424-0","Audiology Initial evaluation note"
"Document groups","LG38742-9","","77431-5","Allergy and Immunology Initial evaluation note"
"Document groups","LG38742-9","","78290-4","Telephone encounter Initial evaluation note"
"Document groups","LG38742-9","","78310-0","Hematology Initial evaluation note"
"Document groups","LG38742-9","","78311-8","Clinical genetics Initial evaluation note"
"Document groups","LG38742-9","","78312-6","Endocrinology Initial evaluation note"
"Document groups","LG38742-9","","78333-2","Infectious disease Initial evaluation note"
"Document groups","LG38742-9","","78334-0","Dermatology Initial evaluation note"
"Document groups","LG38742-9","","78335-7","General medicine Initial evaluation note"
"Document groups","LG38742-9","","78336-5","Multi-specialty program Initial evaluation note"
"Document groups","LG38742-9","","78337-3","Emergency department Initial evaluation note"
"Document groups","LG38742-9","","78338-1","Family medicine Initial evaluation note"
"Document groups","LG38742-9","","78339-9","Gastroenterology Initial evaluation note"
"Document groups","LG38742-9","","78466-0","Mental health Initial evaluation note"
"Document groups","LG38742-9","","78467-8","Neonatal perinatal medicine Initial evaluation note"
"Document groups","LG38742-9","","78468-6","Nephrology Initial evaluation note"
"Document groups","LG38742-9","","78469-4","Neurology Initial evaluation note"
"Document groups","LG38742-9","","78470-2","Nutrition and dietetics Initial evaluation note"
"Document groups","LG38742-9","","78471-0","Oncology Initial evaluation note"
"Document groups","LG38742-9","","78644-2","Pediatrics Initial evaluation note"
"Document groups","LG38742-9","","78645-9","Urology Initial evaluation note"
"Document groups","LG38742-9","","78646-7","Recreational therapy Initial evaluation note"
"Document groups","LG38742-9","","78647-5","Ophthalmology Initial evaluation note"
"Document groups","LG38742-9","","78648-3","Optometry Initial evaluation note"
"Document groups","LG38742-9","","78649-1","Otolaryngology Initial evaluation note"
"Document groups","LG38742-9","","78650-9","Palliative care Initial evaluation note"
"Document groups","LG38742-9","","78651-7","Pain medicine Initial evaluation note"
"Document groups","LG38742-9","","78652-5","Rheumatology Initial evaluation note"
"Document groups","LG38742-9","","78653-3","Radiation oncology Initial evaluation note"
"Document groups","LG38742-9","","78704-4","Sports medicine Initial evaluation note"
"Document groups","LG38742-9","","78723-4","Obstetrics and Gynecology Initial evaluation note"
"Document groups","LG38742-9","","78728-3","Respiratory therapy Initial evaluation note"
"Document groups","LG38742-9","","80795-8","Pulmonary Initial evaluation note"
"Document groups","LG38742-9","","80814-7","Geriatric medicine Initial evaluation note"
"Document groups","LG38742-9","","82363-3","Reproductive endocrinology and infertility Initial evaluation note"
"Document groups","LG38742-9","","82825-1","Community health care Initial evaluation note"
"Document groups","LG38742-9","","82826-9","Cardiac surgery Initial evaluation note"
"Document groups","LG38742-9","","82827-7","Colon and rectal surgery Initial evaluation note"
"Document groups","LG38742-9","","82828-5","Cardiopulmonary Initial evaluation note"
"Document groups","LG38742-9","","82829-3","Cardiothoracic surgery Initial evaluation note"
"Document groups","LG38742-9","","82830-1","Neurological surgery Initial evaluation note"
"Document groups","LG38742-9","","82832-7","Plastic surgery Initial evaluation note"
"Document groups","LG38742-9","","82833-5","Orthopaedic surgery Initial evaluation note"
"Document groups","LG38742-9","","82834-3","Oral and Maxillofacial Surgery Initial evaluation note"
"Document groups","LG38742-9","","82835-0","Transplant surgery Initial evaluation note"
"Document groups","LG38742-9","","82836-8","Pediatric surgery Initial evaluation note"
"Document groups","LG38742-9","","82837-6","Pharmacology Initial evaluation note"
"Document groups","LG38742-9","","82838-4","Vascular surgery Initial evaluation note"
"Document groups","LG38742-9","","82839-2","Surgical oncology Initial evaluation note"
"Document groups","LG38742-9","","83649-4","Pain medicine Outpatient Initial evaluation note"
"Document groups","LG38742-9","","83706-2","Primary care Attending Initial evaluation note"
"Document groups","LG38742-9","","83717-9","Physical medicine and rehab Initial evaluation note"
"Document groups","LG38742-9","","83724-5","Physical medicine and rehab Outpatient Initial evaluation note"
"Document groups","LG38742-9","","83726-0","Physical medicine and rehabilitation Physician Initial evaluation note"
"Document groups","LG38742-9","","83875-5","Primary care Initial evaluation note"
"Document groups","LG38742-9","","83934-0","Research Initial evaluation note"
"Document groups","LG38742-9","","83962-1","Social worker Patient's home Initial evaluation note"
"Document groups","LG38742-9","","83969-6","Social worker Long term care facility Initial evaluation note"
"Document groups","LG38742-9","","83998-5","Spinal cord injury medicine Initial evaluation note"
"Document groups","LG38742-9","","84086-8","Diabetology Initial evaluation note"
"Document groups","LG38742-9","","84090-0","Diabetology Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84118-9","Geriatric medicine Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84155-1","Hepatology Initial evaluation note"
"Document groups","LG38742-9","","84182-5","Kinesiotherapy Initial evaluation note"
"Document groups","LG38742-9","","84208-8","Mental health Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84233-6","Neurology Telehealth Initial evaluation note"
"Document groups","LG38742-9","","84252-6","Nurse Patient's home Initial evaluation note"
"Document groups","LG38742-9","","84258-3","Nurse Long term care facility Initial evaluation note"
"Document groups","LG38742-9","","84266-6","Nurse Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84281-5","Nutrition and dietetics Patient's home Initial evaluation note"
"Document groups","LG38742-9","","84285-6","Nutrition and dietetics Long term care facility Initial evaluation note"
"Document groups","LG38742-9","","84288-0","Nutrition and dietetics Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84308-6","Vocational rehabilitation Initial evaluation note"
"Document groups","LG38742-9","","84319-3","Physical therapy Outpatient Initial evaluation note"
"Document groups","LG38742-9","","84327-6","Physical therapy Hospital Initial evaluation note"
"Document groups","LG38742-9","","84330-0","Physical therapy Patient's home Initial evaluation note"
"Document groups","LG38742-9","","84344-1","Pastoral care Initial evaluation note"
"Document groups","LG38742-9","","84395-3","Occupational therapy Patient's home Initial evaluation note"
"Document groups","LG38742-9","","85185-7","Long term care facility Initial evaluation note"
"Document groups","LG38742-9","","85206-1","Telehealth Initial evaluation note"
"Document groups","LG38742-9","","85518-9","Child and adolescent psychology Initial evaluation note"
"Document groups","LG38742-9","","85522-1","Bariatric surgery Initial evaluation note"
"Document groups","LG38742-9","","85877-9","Neuropsychology Initial evaluation note"
"Document groups","LG38742-9","","87260-6","Addiction medicine Initial evaluation note"
"Document groups","LG38742-9","","89034-3","Vascular neurology Initial evaluation note"
"Document groups","LG38742-9","","89222-4","Gynecology Initial evaluation note"
"Document groups","LG38742-9","","89231-5","Obstetrics Initial evaluation note"
"Document groups","LG38742-9","","89805-6","Interventional radiology Initial evaluation note"
"Document groups","LG38742-9","","89815-5","Trauma Initial evaluation note"
"Document groups","LG38742-9","","89820-5","Wound care management Initial evaluation note"
"Document groups","LG38742-9","","90013-4","Clinical pathology Initial evaluation note"
"Document groups","LG38742-9","","90356-7","Obesity medicine Initial evaluation note"
"Document groups","LG38742-9","","90770-9","Heart failure Initial evaluation note"
"Document groups","LG38742-9","","93152-7","Radiology Initial evaluation note"
"Document groups","LG38742-9","","95749-8","Immunology Initial evaluation note"
"Document groups","LG38742-9","","95755-5","Allergy Initial evaluation note"
"Document groups","LG38742-9","","97667-0","Emergency medicine Emergency department Initial evaluation note"
"Document groups","LG38744-5","","18761-7","Transfer summary note"
"Document groups","LG38744-5","","28616-1","Physician Transfer note"
"Document groups","LG38744-5","","28651-8","Nurse Transfer note"
"Document groups","LG38744-5","","34755-9","Critical care medicine Transfer summary note"
"Document groups","LG38744-5","","34770-8","General medicine Transfer summary note"
"Document groups","LG38744-5","","68482-9","Nurse Hospital Transfer summary note"
"Document groups","LG38744-5","","68565-1","Obstetrics and Gynecology Transfer summary note"
"Document groups","LG38744-5","","68569-3","Occupational therapy Transfer summary note"
"Document groups","LG38744-5","","68583-4","Orthopaedic surgery Transfer summary note"
"Document groups","LG38744-5","","68596-6","Plastic surgery Transfer summary note"
"Document groups","LG38744-5","","68618-8","Adolescent medicine Transfer summary note"
"Document groups","LG38744-5","","68632-9","Allergy and Immunology Transfer summary note"
"Document groups","LG38744-5","","68647-7","Child and adolescent psychiatry Transfer summary note"
"Document groups","LG38744-5","","68660-0","Clinical genetics Transfer summary note"
"Document groups","LG38744-5","","68669-1","Developmental-behavioral pediatrics Transfer summary note"
"Document groups","LG38744-5","","68680-8","Multi-specialty program Transfer summary note"
"Document groups","LG38744-5","","68704-6","Neurology with special qualifications in child neurology Transfer summary note"
"Document groups","LG38744-5","","68715-2","Pain medicine Transfer summary note"
"Document groups","LG38744-5","","68726-9","Pediatric cardiology Transfer summary note"
"Document groups","LG38744-5","","68737-6","Pediatric endocrinology Transfer summary note"
"Document groups","LG38744-5","","68745-9","Pediatric gastroenterology Transfer summary note"
"Document groups","LG38744-5","","68756-6","Pediatric hematology-oncology Transfer summary note"
"Document groups","LG38744-5","","68764-0","Pediatric infectious diseases Transfer summary note"
"Document groups","LG38744-5","","68772-3","Pediatric nephrology Transfer summary note"
"Document groups","LG38744-5","","68777-2","Pediatric otolaryngology Transfer summary note"
"Document groups","LG38744-5","","68786-3","Pediatric pulmonology Transfer summary note"
"Document groups","LG38744-5","","68793-9","Pediatric rheumatology Transfer summary note"
